# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.5  0.2618  2  6.44105  7.74787345e-01  1.69038399e+00
0.5  0.2618  2  6.97332  7.57278592e-01  1.66367760e+00
0.5  0.2618  2  7.54957  7.35674041e-01  1.63128365e+00
0.5  0.2618  2  8.17344  7.18615513e-01  1.60614870e+00
0.5  0.2618  2  8.84887  6.97573743e-01  1.57569039e+00
0.5  0.2618  2  9.58011  6.80965440e-01  1.55208089e+00
0.5  0.2618  2  10.3718  6.60486452e-01  1.52350048e+00
0.5  0.2618  2  11.2289  6.44328374e-01  1.50137013e+00
0.5  0.2618  2  12.1568  6.24412167e-01  1.47460952e+00
0.5  0.2618  2  13.1614  6.08704314e-01  1.45391160e+00
0.5  0.2618  2  14.249  5.93196561e-01  1.43383522e+00
0.5  0.2618  2  15.4265  5.77888908e-01  1.41437104e+00
0.5  0.2618  2  16.7013  5.59035733e-01  1.39088739e+00
0.5  0.2618  2  18.0814  5.44178305e-01  1.37276628e+00
0.5  0.2618  2  19.5756  5.29520977e-01  1.35522678e+00
0.5  0.2618  2  21.1933  5.15063750e-01  1.33825929e+00
0.5  0.2618  2  22.9446  5.04352145e-01  1.32590350e+00
0.5  0.2618  2  24.8407  4.90245092e-01  1.30991445e+00
0.5  0.2618  2  26.8934  4.76338139e-01  1.29447118e+00
0.5  0.2618  2  29.1158  4.66039240e-01  1.28324243e+00
0.5  0.2618  2  31.5219  4.55852898e-01  1.27230991e+00
0.5  0.2618  2  34.1267  4.42446195e-01  1.25818907e+00
0.5  0.2618  2  36.9468  4.32522484e-01  1.24793503e+00
0.5  0.2618  2  40  4.22711329e-01  1.23796494e+00
0.5  0.7854  0.5  4  3.55500228e+00  8.81886540e+00
0.5  0.7854  0.5  4.33055  3.47996476e+00  8.56086434e+00
0.5  0.7854  0.5  4.68841  3.40572765e+00  8.30849468e+00
0.5  0.7854  0.5  5.07584  3.33229094e+00  8.06169766e+00
0.5  0.7854  0.5  5.4953  3.25965462e+00  7.82041454e+00
0.5  0.7854  0.5  5.94941  3.16998479e+00  7.52647505e+00
0.5  0.7854  0.5  6.44105  3.09914938e+00  7.29738336e+00
0.5  0.7854  0.5  6.97332  3.02911437e+00  7.07361456e+00
0.5  0.7854  0.5  7.54957  2.94269616e+00  6.80129930e+00
0.5  0.7854  0.5  8.17344  2.87446205e+00  6.58929198e+00
0.5  0.7854  0.5  8.84887  2.79029497e+00  6.33149236e+00
0.5  0.7854  0.5  9.58011  2.72386176e+00  6.13094850e+00
0.5  0.7854  0.5  10.3718  2.64194581e+00  5.88729175e+00
0.5  0.7854  0.5  11.2289  2.57731350e+00  5.69791292e+00
0.5  0.7854  0.5  12.1568  2.49764867e+00  5.46802571e+00
0.5  0.7854  0.5  13.1614  2.43481726e+00  5.28951295e+00
0.5  0.7854  0.5  14.249  2.37278624e+00  5.11573345e+00
0.5  0.7854  0.5  15.4265  2.31155563e+00  4.94662796e+00
0.5  0.7854  0.5  16.7013  2.23614293e+00  4.74172858e+00
0.5  0.7854  0.5  18.0814  2.17671322e+00  4.58292269e+00
0.5  0.7854  0.5  19.5756  2.11808391e+00  4.42859782e+00
0.5  0.7854  0.5  21.1933  2.06025500e+00  4.27869440e+00
0.5  0.7854  0.5  22.9446  2.01740858e+00  4.16913255e+00
0.5  0.7854  0.5  24.8407  1.96098037e+00  4.02682313e+00
0.5  0.7854  0.5  26.8934  1.90535256e+00  3.88877092e+00
0.5  0.7854  0.5  29.1158  1.86415696e+00  3.78798953e+00
0.5  0.7854  0.5  31.5219  1.82341159e+00  3.68954379e+00
0.5  0.7854  0.5  34.1267  1.76978478e+00  3.56187223e+00
0.5  0.7854  0.5  36.9468  1.73008994e+00  3.46877769e+00
0.5  0.7854  0.5  40  1.69084532e+00  3.37793412e+00
0.5  0.7854  1  4  1.77750114e+00  3.58010886e+00
0.5  0.7854  1  4.33055  1.73998238e+00  3.49186488e+00
0.5  0.7854  1  4.68841  1.70286383e+00  3.40562744e+00
0.5  0.7854  1  5.07584  1.66614547e+00  3.32137517e+00
0.5  0.7854  1  5.4953  1.62982731e+00  3.23908668e+00
0.5  0.7854  1  5.94941  1.58499240e+00  3.13895498e+00
0.5  0.7854  1  6.44105  1.54957469e+00  3.06100656e+00
0.5  0.7854  1  6.97332  1.51455718e+00  2.98495211e+00
0.5  0.7854  1  7.54957  1.47134808e+00  2.89251456e+00
0.5  0.7854  1  8.17344  1.43723103e+00  2.82064257e+00
0.5  0.7854  1  8.84887  1.39514749e+00  2.73336459e+00
0.5  0.7854  1  9.58011  1.36193088e+00  2.66556532e+00
0.5  0.7854  1  10.3718  1.32097290e+00  2.58330935e+00
0.5  0.7854  1  11.2289  1.28865675e+00  2.51947243e+00
0.5  0.7854  1  12.1568  1.24882433e+00  2.44210013e+00
0.5  0.7854  1  13.1614  1.21740863e+00  2.38211455e+00
0.5  0.7854  1  14.249  1.18639312e+00  2.32380621e+00
0.5  0.7854  1  15.4265  1.15577782e+00  2.26715027e+00
0.5  0.7854  1  16.7013  1.11807147e+00  2.19862211e+00
0.5  0.7854  1  18.0814  1.08835661e+00  2.14560585e+00
0.5  0.7854  1  19.5756  1.05904195e+00  2.09417093e+00
0.5  0.7854  1  21.1933  1.03012750e+00  2.04429488e+00
0.5  0.7854  1  22.9446  1.00870429e+00  2.00789730e+00
0.5  0.7854  1  24.8407  9.80490184e-01  1.96069503e+00
0.5  0.7854  1  26.8934  9.52676279e-01  1.91498951e+00
0.5  0.7854  1  29.1158  9.32078481e-01  1.88167893e+00
0.5  0.7854  1  31.5219  9.11705796e-01  1.84918784e+00
0.5  0.7854  1  34.1267  8.84892391e-01  1.80712443e+00
0.5  0.7854  1  36.9468  8.65044968e-01  1.77650781e+00
0.5  0.7854  1  40  8.45422658e-01  1.74667835e+00
0.5  0.7854  1.5  4  1.18500076e+00  2.32121000e+00
0.5  0.7854  1.5  4.33055  1.15998825e+00  2.27488841e+00
0.5  0.7854  1.5  4.68841  1.13524255e+00  2.22965657e+00
0.5  0.7854  1.5  5.07584  1.11076365e+00  2.18550238e+00
0.5  0.7854  1.5  5.4953  1.08655154e+00  2.14241369e+00
0.5  0.7854  1.5  5.94941  1.05666160e+00  2.09003261e+00
0.5  0.7854  1.5  6.44105  1.03304979e+00  2.04929668e+00
0.5  0.7854  1.5  6.97332  1.00970479e+00  2.00958649e+00
0.5  0.7854  1.5  7.54957  9.80898721e-01  1.96137252e+00
0.5  0.7854  1.5  8.17344  9.58154017e-01  1.92392531e+00
0.5  0.7854  1.5  8.84887  9.30098324e-01  1.87850095e+00
0.5  0.7854  1.5  9.58011  9.07953920e-01  1.84325403e+00
0.5  0.7854  1.5  10.3718  8.80648603e-01  1.80054063e+00
0.5  0.7854  1.5  11.2289  8.59104499e-01  1.76743081e+00
0.5  0.7854  1.5  12.1568  8.32549556e-01  1.72735064e+00
0.5  0.7854  1.5  13.1614  8.11605752e-01  1.69631428e+00
0.5  0.7854  1.5  14.249  7.90928748e-01  1.66617892e+00
0.5  0.7854  1.5  15.4265  7.70518544e-01  1.63693186e+00
0.5  0.7854  1.5  16.7013  7.45380977e-01  1.60160275e+00
0.5  0.7854  1.5  18.0814  7.25571074e-01  1.57430759e+00
0.5  0.7854  1.5  19.5756  7.06027970e-01  1.54785906e+00
0.5  0.7854  1.5  21.1933  6.86751666e-01  1.52224428e+00
0.5  0.7854  1.5  22.9446  6.72469526e-01  1.50357253e+00
0.5  0.7854  1.5  24.8407  6.53660123e-01  1.47938555e+00
0.5  0.7854  1.5  26.8934  6.35117519e-01  1.45599654e+00
0.5  0.7854  1.5  29.1158  6.21385654e-01  1.43897057e+00
0.5  0.7854  1.5  31.5219  6.07803864e-01  1.42238053e+00
0.5  0.7854  1.5  34.1267  5.89928261e-01  1.40092898e+00
0.5  0.7854  1.5  36.9468  5.76696646e-01  1.38533448e+00
0.5  0.7854  1.5  40  5.63615106e-01  1.37015731e+00
0.5  0.7854  2  4  8.88750570e-01  1.81312753e+00
0.5  0.7854  2  4.33055  8.69991191e-01  1.78409620e+00
0.5  0.7854  2  4.68841  8.51431913e-01  1.75576672e+00
0.5  0.7854  2  5.07584  8.33072734e-01  1.72813247e+00
0.5  0.7854  2  5.4953  8.14913656e-01  1.70118212e+00
0.5  0.7854  2  5.94941  7.92496199e-01  1.66844562e+00
0.5  0.7854  2  6.44105  7.74787345e-01  1.64300752e+00
0.5  0.7854  2  6.97332  7.57278592e-01  1.61822808e+00
0.5  0.7854  2  7.54957  7.35674041e-01  1.58816736e+00
0.5  0.7854  2  8.17344  7.18615513e-01  1.56483945e+00
0.5  0.7854  2  8.84887  6.97573743e-01  1.53656671e+00
0.5  0.7854  2  9.58011  6.80965440e-01  1.51464801e+00
0.5  0.7854  2  10.3718  6.60486452e-01  1.48811014e+00
0.5  0.7854  2  11.2289  6.44328374e-01  1.46755794e+00
0.5  0.7854  2  12.1568  6.24412167e-01  1.44270138e+00
0.5  0.7854  2  13.1614  6.08704314e-01  1.42347268e+00
0.5  0.7854  2  14.249  5.93196561e-01  1.40481830e+00
0.5  0.7854  2  15.4265  5.77888908e-01  1.38672967e+00
0.5  0.7854  2  16.7013  5.59035733e-01  1.36490133e+00
0.5  0.7854  2  18.0814  5.44178305e-01  1.34805409e+00
0.5  0.7854  2  19.5756  5.29520977e-01  1.33174448e+00
0.5  0.7854  2  21.1933  5.15063750e-01  1.31596381e+00
0.5  0.7854  2  22.9446  5.04352145e-01  1.30447016e+00
0.5  0.7854  2  24.8407  4.90245092e-01  1.28959406e+00
0.5  0.7854  2  26.8934  4.76338139e-01  1.27522365e+00
0.5  0.7854  2  29.1158  4.66039240e-01  1.26477116e+00
0.5  0.7854  2  31.5219  4.55852898e-01  1.25459397e+00
0.5  0.7854  2  34.1267  4.42446195e-01  1.24144614e+00
0.5  0.7854  2  36.9468  4.32522484e-01  1.23189674e+00
0.5  0.7854  2  40  4.22711329e-01  1.22261015e+00
0.5  1.309  0.5  4  3.55500228e+00  7.67002316e+00
0.5  1.309  0.5  4.33055  3.47996476e+00  7.45022122e+00
0.5  1.309  0.5  4.68841  3.40572765e+00  7.23522667e+00
0.5  1.309  0.5  5.07584  3.33229094e+00  7.02498876e+00
0.5  1.309  0.5  5.4953  3.25965462e+00  6.81945676e+00
0.5  1.309  0.5  5.94941  3.16998479e+00  6.56908213e+00
0.5  1.309  0.5  6.44105  3.09914938e+00  6.37395288e+00
0.5  1.309  0.5  6.97332  3.02911437e+00  6.18336460e+00
0.5  1.309  0.5  7.54957  2.94269616e+00  5.95143762e+00
0.5  1.309  0.5  8.17344  2.87446205e+00  5.77088083e+00
0.5  1.309  0.5  8.84887  2.79029497e+00  5.55133245e+00
0.5  1.309  0.5  9.58011  2.72386176e+00  5.38054986e+00
0.5  1.309  0.5  10.3718  2.64194581e+00  5.17305824e+00
0.5  1.309  0.5  11.2289  2.57731350e+00  5.01179217e+00
0.5  1.309  0.5  12.1568  2.49764867e+00  4.81603495e+00
0.5  1.309  0.5  13.1614  2.43481726e+00  4.66402726e+00
0.5  1.309  0.5  14.249  2.37278624e+00  4.51605140e+00
0.5  1.309  0.5  15.4265  2.31155563e+00  4.37205621e+00
0.5  1.309  0.5  16.7013  2.23614293e+00  4.19758201e+00
0.5  1.309  0.5  18.0814  2.17671322e+00  4.06235598e+00
0.5  1.309  0.5  19.5756  2.11808391e+00  3.93094394e+00
0.5  1.309  0.5  21.1933  2.06025500e+00  3.80329445e+00
0.5  1.309  0.5  22.9446  2.01740858e+00  3.70999553e+00
0.5  1.309  0.5  24.8407  1.96098037e+00  3.58880653e+00
0.5  1.309  0.5  26.8934  1.90535256e+00  3.47123827e+00
0.5  1.309  0.5  29.1158  1.86415696e+00  3.38540708e+00
0.5  1.309  0.5  31.5219  1.82341159e+00  3.30156161e+00
0.5  1.309  0.5  34.1267  1.76978478e+00  3.19281873e+00
0.5  1.309  0.5  36.9468  1.73008994e+00  3.11352148e+00
0.5  1.309  0.5  40  1.69084532e+00  3.03613691e+00
0.5  1.309  1  4  1.77750114e+00  3.20835204e+00
0.5  1.309  1  4.33055  1.73998238e+00  3.13318741e+00
0.5  1.309  1  4.68841  1.70286383e+00  3.05972783e+00
0.5  1.309  1  5.07584  1.66614547e+00  2.98795488e+00
0.5  1.309  1  5.4953  1.62982731e+00  2.91785012e+00
0.5  1.309  1  5.94941  1.58499240e+00  2.83253695e+00
0.5  1.309  1  6.44105  1.54957469e+00  2.76611809e+00
0.5  1.309  1  6.97332  1.51455718e+00  2.70130732e+00
0.5  1.309  1  7.54957  1.47134808e+00  2.62252696e+00
0.5  1.309  1  8.17344  1.43723103e+00  2.56126651e+00
0.5  1.309  1  8.84887  1.39514749e+00  2.48686517e+00
0.5  1.309  1  9.58011  1.36193088e+00  2.42906074e+00
0.5  1.309  1  10.3718  1.32097290e+00  2.35892034e+00
0.5  1.309  1  11.2289  1.28865675e+00  2.30447729e+00
0.5  1.309  1  12.1568  1.24882433e+00  2.23847926e+00
0.5  1.309  1  13.1614  1.21740863e+00  2.18730251e+00
0.5  1.309  1  14.249  1.18639312e+00  2.13754680e+00
0.5  1.309  1  15.4265  1.15577782e+00  2.08919323e+00
0.5  1.309  1  16.7013  1.11807147e+00  2.03069416e+00
0.5  1.309  1  18.0814  1.08835661e+00  1.98542605e+00
0.5  1.309  1  19.5756  1.05904195e+00  1.94149816e+00
0.5  1.309  1  21.1933  1.03012750e+00  1.89889177e+00
0.5  1.309  1  22.9446  1.00870429e+00  1.86779254e+00
0.5  1.309  1  24.8407  9.80490184e-01  1.82745228e+00
0.5  1.309  1  26.8934  9.52676279e-01  1.78838051e+00
0.5  1.309  1  29.1158  9.32078481e-01  1.75989753e+00
0.5  1.309  1  31.5219  9.11705796e-01  1.73210907e+00
0.5  1.309  1  34.1267  8.84892391e-01  1.69612401e+00
0.5  1.309  1  36.9468  8.65044968e-01  1.66992425e+00
0.5  1.309  1  40  8.45422658e-01  1.64439167e+00
0.5  1.309  1.5  4  1.18500076e+00  2.13533124e+00
0.5  1.309  1.5  4.33055  1.15998825e+00  2.09579798e+00
0.5  1.309  1.5  4.68841  1.13524255e+00  2.05718859e+00
0.5  1.309  1.5  5.07584  1.11076365e+00  2.01949275e+00
0.5  1.309  1.5  5.4953  1.08655154e+00  1.98270010e+00
0.5  1.309  1.5  5.94941  1.05666160e+00  1.93796341e+00
0.5  1.309  1.5  6.44105  1.03304979e+00  1.90316500e+00
0.5  1.309  1.5  6.97332  1.00970479e+00  1.86923598e+00
0.5  1.309  1.5  7.54957  9.80898721e-01  1.82803136e+00
0.5  1.309  1.5  8.17344  9.58154017e-01  1.79602023e+00
0.5  1.309  1.5  8.84887  9.30098324e-01  1.75717979e+00
0.5  1.309  1.5  9.58011  9.07953920e-01  1.72703341e+00
0.5  1.309  1.5  10.3718  8.80648603e-01  1.69049055e+00
0.5  1.309  1.5  11.2289  8.59104499e-01  1.66215546e+00
0.5  1.309  1.5  12.1568  8.32549556e-01  1.62784319e+00
0.5  1.309  1.5  13.1614  8.11605752e-01  1.60126567e+00
0.5  1.309  1.5  14.249  7.90928748e-01  1.57545195e+00
0.5  1.309  1.5  15.4265  7.70518544e-01  1.55039133e+00
0.5  1.309  1.5  16.7013  7.45380977e-01  1.52010824e+00
0.5  1.309  1.5  18.0814  7.25571074e-01  1.49670278e+00
0.5  1.309  1.5  19.5756  7.06027970e-01  1.47401574e+00
0.5  1.309  1.5  21.1933  6.86751666e-01  1.45203560e+00
0.5  1.309  1.5  22.9446  6.72469526e-01  1.43600809e+00
0.5  1.309  1.5  24.8407  6.53660123e-01  1.41523946e+00
0.5  1.309  1.5  26.8934  6.35117519e-01  1.39514810e+00
0.5  1.309  1.5  29.1158  6.21385654e-01  1.38051745e+00
0.5  1.309  1.5  31.5219  6.07803864e-01  1.36625696e+00
0.5  1.309  1.5  34.1267  5.89928261e-01  1.34781073e+00
0.5  1.309  1.5  36.9468  5.76696646e-01  1.33439584e+00
0.5  1.309  1.5  40  5.63615106e-01  1.32133557e+00
0.5  1.309  2  4  8.88750570e-01  1.70126034e+00
0.5  1.309  2  4.33055  8.69991191e-01  1.67641852e+00
0.5  1.309  2  4.68841  8.51431913e-01  1.65217157e+00
0.5  1.309  2  5.07584  8.33072734e-01  1.62851260e+00
0.5  1.309  2  5.4953  8.14913656e-01  1.60543469e+00
0.5  1.309  2  5.94941  7.92496199e-01  1.57739386e+00
0.5  1.309  2  6.44105  7.74787345e-01  1.55559797e+00
0.5  1.309  2  6.97332  7.57278592e-01  1.53436055e+00
0.5  1.309  2  7.54957  7.35674041e-01  1.50858846e+00
0.5  1.309  2  8.17344  7.18615513e-01  1.48858200e+00
0.5  1.309  2  8.84887  6.97573743e-01  1.46432673e+00
0.5  1.309  2  9.58011  6.80965440e-01  1.44551564e+00
0.5  1.309  2  10.3718  6.60486452e-01  1.42273193e+00
0.5  1.309  2  11.2289  6.44328374e-01  1.40508045e+00
0.5  1.309  2  12.1568  6.24412167e-01  1.38372377e+00
0.5  1.309  2  13.1614  6.08704314e-01  1.36719589e+00
0.5  1.309  2  14.249  5.93196561e-01  1.35115575e+00
0.5  1.309  2  15.4265  5.77888908e-01  1.33559621e+00
0.5  1.309  2  16.7013  5.59035733e-01  1.31681163e+00
0.5  1.309  2  18.0814  5.44178305e-01  1.30230707e+00
0.5  1.309  2  19.5756  5.29520977e-01  1.28825963e+00
0.5  1.309  2  21.1933  5.15063750e-01  1.27466245e+00
0.5  1.309  2  22.9446  5.04352145e-01  1.26475508e+00
0.5  1.309  2  24.8407  4.90245092e-01  1.25192718e+00
0.5  1.309  2  26.8934  4.76338139e-01  1.23952907e+00
0.5  1.309  2  29.1158  4.66039240e-01  1.23050811e+00
0.5  1.309  2  31.5219  4.55852898e-01  1.22172168e+00
0.5  1.309  2  34.1267  4.42446195e-01  1.21036587e+00
0.5  1.309  2  36.9468  4.32522484e-01  1.20211455e+00
0.5  1.309  2  40  4.22711329e-01  1.19408735e+00
0.5  1.833  0.5  4  3.55500228e+00  6.15338248e+00
0.5  1.833  0.5  4.33055  3.47996476e+00  5.98445472e+00
0.5  1.833  0.5  4.68841  3.40572765e+00  5.81921963e+00
0.5  1.833  0.5  5.07584  3.33229094e+00  5.65763748e+00
0.5  1.833  0.5  5.4953  3.25965462e+00  5.49966849e+00
0.5  1.833  0.5  5.94941  3.16998479e+00  5.30722770e+00
0.5  1.833  0.5  6.44105  3.09914938e+00  5.15724293e+00
0.5  1.833  0.5  6.97332  3.02911437e+00  5.01074206e+00
0.5  1.833  0.5  7.54957  2.94269616e+00  4.83245459e+00
0.5  1.833  0.5  8.17344  2.87446205e+00  4.69364702e+00
0.5  1.833  0.5  8.84887  2.79029497e+00  4.52485028e+00
0.5  1.833  0.5  9.58011  2.72386176e+00  4.39353457e+00
0.5  1.833  0.5  10.3718  2.64194581e+00  4.23397675e+00
0.5  1.833  0.5  11.2289  2.57731350e+00  4.10995144e+00
0.5  1.833  0.5  12.1568  2.49764867e+00  3.95938065e+00
0.5  1.833  0.5  13.1614  2.43481726e+00  3.84244418e+00
0.5  1.833  0.5  14.249  2.37278624e+00  3.72859358e+00
0.5  1.833  0.5  15.4265  2.31155563e+00  3.61778900e+00
0.5  1.833  0.5  16.7013  2.23614293e+00  3.48350602e+00
0.5  1.833  0.5  18.0814  2.17671322e+00  3.37940921e+00
0.5  1.833  0.5  19.5756  2.11808391e+00  3.27822881e+00
0.5  1.833  0.5  21.1933  2.06025500e+00  3.17992488e+00
0.5  1.833  0.5  22.9446  2.01740858e+00  3.10806058e+00
0.5  1.833  0.5  24.8407  1.96098037e+00  3.01469434e+00
0.5  1.833  0.5  26.8934  1.90535256e+00  2.92409466e+00
0.5  1.833  0.5  29.1158  1.86415696e+00  2.85793638e+00
0.5  1.833  0.5  31.5219  1.82341159e+00  2.79329490e+00
0.5  1.833  0.5  34.1267  1.76978478e+00  2.70943650e+00
0.5  1.833  0.5  36.9468  1.73008994e+00  2.64826847e+00
0.5  1.833  0.5  40  1.69084532e+00  2.58856088e+00
0.5  1.833  1  4  1.77750114e+00  2.72141680e+00
0.5  1.833  1  4.33055  1.73998238e+00  2.66343971e+00
0.5  1.833  1  4.68841  1.70286383e+00  2.60676455e+00
0.5  1.833  1  5.07584  1.66614547e+00  2.55137713e+00
0.5  1.833  1  5.4953  1.62982731e+00  2.49726326e+00
0.5  1.833  1  5.94941  1.58499240e+00  2.43139023e+00
0.5  1.833  1  6.44105  1.54957469e+00  2.38008992e+00
0.5  1.833  1  6.97332  1.51455718e+00  2.33001700e+00
0.5  1.833  1  7.54957  1.47134808e+00  2.26913017e+00
0.5  1.833  1  8.17344  1.43723103e+00  2.22176683e+00
0.5  1.833  1  8.84887  1.39514749e+00  2.16422192e+00
0.5  1.833  1  9.58011  1.36193088e+00  2.11949604e+00
0.5  1.833  1  10.3718  1.32097290e+00  2.06520285e+00
0.5  1.833  1  11.2289  1.28865675e+00  2.02304221e+00
0.5  1.833  1  12.1568  1.24882433e+00  1.97191037e+00
0.5  1.833  1  13.1614  1.21740863e+00  1.93224263e+00
0.5  1.833  1  14.249  1.18639312e+00  1.89365959e+00
0.5  1.833  1  15.4265  1.15577782e+00  1.85614691e+00
0.5  1.833  1  16.7013  1.11807147e+00  1.81073940e+00
0.5  1.833  1  18.0814  1.08835661e+00  1.77558257e+00
0.5  1.833  1  19.5756  1.05904195e+00  1.74144944e+00
0.5  1.833  1  21.1933  1.03012750e+00  1.70832560e+00
0.5  1.833  1  22.9446  1.00870429e+00  1.68413638e+00
0.5  1.833  1  24.8407  9.80490184e-01  1.65274408e+00
0.5  1.833  1  26.8934  9.52676279e-01  1.62232139e+00
0.5  1.833  1  29.1158  9.32078481e-01  1.60013106e+00
0.5  1.833  1  31.5219  9.11705796e-01  1.57847278e+00
0.5  1.833  1  34.1267  8.84892391e-01  1.55041069e+00
0.5  1.833  1  36.9468  8.65044968e-01  1.52996789e+00
0.5  1.833  1  40  8.45422658e-01  1.51003578e+00
0.5  1.833  1.5  4  1.18500076e+00  1.89194113e+00
0.5  1.833  1.5  4.33055  1.15998825e+00  1.86127189e+00
0.5  1.833  1.5  4.68841  1.13524255e+00  1.83130799e+00
0.5  1.833  1.5  5.07584  1.11076365e+00  1.80204161e+00
0.5  1.833  1.5  5.4953  1.08655154e+00  1.77346493e+00
0.5  1.833  1.5  5.94941  1.05666160e+00  1.73870206e+00
0.5  1.833  1.5  6.44105  1.03304979e+00  1.71164858e+00
0.5  1.833  1.5  6.97332  1.00970479e+00  1.68525932e+00
0.5  1.833  1.5  7.54957  9.80898721e-01  1.65319483e+00
0.5  1.833  1.5  8.17344  9.58154017e-01  1.62827135e+00
0.5  1.833  1.5  8.84887  9.30098324e-01  1.59801330e+00
0.5  1.833  1.5  9.58011  9.07953920e-01  1.57451572e+00
0.5  1.833  1.5  10.3718  8.80648603e-01  1.54601593e+00
0.5  1.833  1.5  11.2289  8.59104499e-01  1.52390422e+00
0.5  1.833  1.5  12.1568  8.32549556e-01  1.49711170e+00
0.5  1.833  1.5  13.1614  8.11605752e-01  1.47634570e+00
0.5  1.833  1.5  14.249  7.90928748e-01  1.45616487e+00
0.5  1.833  1.5  15.4265  7.70518544e-01  1.43656126e+00
0.5  1.833  1.5  16.7013  7.45380977e-01  1.41285624e+00
0.5  1.833  1.5  18.0814  7.25571074e-01  1.39452207e+00
0.5  1.833  1.5  19.5756  7.06027970e-01  1.37673906e+00
0.5  1.833  1.5  21.1933  6.86751666e-01  1.35949917e+00
0.5  1.833  1.5  22.9446  6.72469526e-01  1.34692082e+00
0.5  1.833  1.5  24.8407  6.53660123e-01  1.33061197e+00
0.5  1.833  1.5  26.8934  6.35117519e-01  1.31482401e+00
0.5  1.833  1.5  29.1158  6.21385654e-01  1.30331999e+00
0.5  1.833  1.5  31.5219  6.07803864e-01  1.29210097e+00
0.5  1.833  1.5  34.1267  5.89928261e-01  1.27757965e+00
0.5  1.833  1.5  36.9468  5.76696646e-01  1.26701175e+00
0.5  1.833  1.5  40  5.63615106e-01  1.25671781e+00
0.5  1.833  2  4  8.88750570e-01  1.55441724e+00
0.5  1.833  2  4.33055  8.69991191e-01  1.53503609e+00
0.5  1.833  2  4.68841  8.51431913e-01  1.51611026e+00
0.5  1.833  2  5.07584  8.33072734e-01  1.49763458e+00
0.5  1.833  2  5.4953  8.14913656e-01  1.47960390e+00
0.5  1.833  2  5.94941  7.92496199e-01  1.45768345e+00
0.5  1.833  2  6.44105  7.74787345e-01  1.44063511e+00
0.5  1.833  2  6.97332  7.57278592e-01  1.42401494e+00
0.5  1.833  2  7.54957  7.35674041e-01  1.40383390e+00
0.5  1.833  2  8.17344  7.18615513e-01  1.38815808e+00
0.5  1.833  2  8.84887  6.97573743e-01  1.36914098e+00
0.5  1.833  2  9.58011  6.80965440e-01  1.35438308e+00
0.5  1.833  2  10.3718  6.60486452e-01  1.33649683e+00
0.5  1.833  2  11.2289  6.44328374e-01  1.32263032e+00
0.5  1.833  2  12.1568  6.24412167e-01  1.30584164e+00
0.5  1.833  2  13.1614  6.08704314e-01  1.29283983e+00
0.5  1.833  2  14.249  5.93196561e-01  1.28021374e+00
0.5  1.833  2  15.4265  5.77888908e-01  1.26795757e+00
0.5  1.833  2  16.7013  5.59035733e-01  1.25315071e+00
0.5  1.833  2  18.0814  5.44178305e-01  1.24170892e+00
0.5  1.833  2  19.5756  5.29520977e-01  1.23062018e+00
0.5  1.833  2  21.1933  5.15063750e-01  1.21987911e+00
0.5  1.833  2  22.9446  5.04352145e-01  1.21204822e+00
0.5  1.833  2  24.8407  4.90245092e-01  1.20190259e+00
0.5  1.833  2  26.8934  4.76338139e-01  1.19208977e+00
0.5  1.833  2  29.1158  4.66039240e-01  1.18494530e+00
0.5  1.833  2  31.5219  4.55852898e-01  1.17798268e+00
0.5  1.833  2  34.1267  4.42446195e-01  1.16897810e+00
0.5  1.833  2  36.9468  4.32522484e-01  1.16243085e+00
0.5  1.833  2  40  4.22711329e-01  1.15605775e+00
0.5  2.356  0.5  4  3.55500228e+00  4.47855426e+00
0.5  2.356  0.5  4.33055  3.47996476e+00  4.36627215e+00
0.5  2.356  0.5  4.68841  3.40572765e+00  4.25641037e+00
0.5  2.356  0.5  5.07584  3.33229094e+00  4.14894271e+00
0.5  2.356  0.5  5.4953  3.25965462e+00  4.04384292e+00
0.5  2.356  0.5  5.94941  3.16998479e+00  3.91575803e+00
0.5  2.356  0.5  6.44105  3.09914938e+00  3.81588998e+00
0.5  2.356  0.5  6.97332  3.02911437e+00  3.71830447e+00
0.5  2.356  0.5  7.54957  2.94269616e+00  3.59949240e+00
0.5  2.356  0.5  8.17344  2.87446205e+00  3.50694658e+00
0.5  2.356  0.5  8.84887  2.79029497e+00  3.39435102e+00
0.5  2.356  0.5  9.58011  2.72386176e+00  3.30671196e+00
0.5  2.356  0.5  10.3718  2.64194581e+00  3.20016684e+00
0.5  2.356  0.5  11.2289  2.57731350e+00  3.11730176e+00
0.5  2.356  0.5  12.1568  2.49764867e+00  3.01664124e+00
0.5  2.356  0.5  13.1614  2.43481726e+00  2.93841761e+00
0.5  2.356  0.5  14.249  2.37278624e+00  2.86221439e+00
0.5  2.356  0.5  15.4265  2.31155563e+00  2.78800548e+00
0.5  2.356  0.5  16.7013  2.23614293e+00  2.69800918e+00
0.5  2.356  0.5  18.0814  2.17671322e+00  2.62819229e+00
0.5  2.356  0.5  19.5756  2.11808391e+00  2.56028517e+00
0.5  2.356  0.5  21.1933  2.06025500e+00  2.49426190e+00
0.5  2.356  0.5  22.9446  2.01740858e+00  2.44596513e+00
0.5  2.356  0.5  24.8407  1.96098037e+00  2.38317628e+00
0.5  2.356  0.5  26.8934  1.90535256e+00  2.32220014e+00
